airport_name,country,iata,status
Roland Airport,US,N/A,Ghost Airport
Adams Restricted Landing Area Number 1,US,N/A,Ghost Airport
Tobey Hospital Heliport,US,N/A,Ghost Airport
SWN Pond Splash in Go Seaplane Base,US,N/A,Ghost Airport
Charlevoix Area Hospital Heliport,US,N/A,Ghost Airport
Loon Lane Seaplane Base,US,N/A,Ghost Airport
Spring Hill Airport,US,N/A,Ghost Airport
Martindale Executive Airpark,US,N/A,Ghost Airport
Oak Creek Airport,US,N/A,Ghost Airport
Surette Heliport,US,N/A,Ghost Airport
Parker Airport,US,N/A,Ghost Airport
Ruby's Landing,US,N/A,Ghost Airport
Lakeside Heliport,US,N/A,Ghost Airport
Crestline Hospital Heliport,US,N/A,Ghost Airport
Old 66 Strip,US,N/A,Ghost Airport
Goodin Creek Airport,US,N/A,Ghost Airport
Sanders Personal Use Airport,US,N/A,Ghost Airport
PR Police-Ponce Area Heliport,PR,N/A,Ghost Airport
Mead Flying Service Airport,US,N/A,Ghost Airport
Robinson Nuclear Power Plant Heliport,US,N/A,Ghost Airport
Memorial Hermann Katy Hospital Heliport,US,N/A,Ghost Airport
Big Bend Valley Airport,US,N/A,Ghost Airport
Tgp 17 Heliport,US,N/A,Ghost Airport
Burnt Chimney Airport,US,N/A,Ghost Airport
Whitman Community Hospital Heliport,US,N/A,Ghost Airport
Looney Airstrip,US,N/A,Ghost Airport
Restoration Ranch Airport,US,N/A,Ghost Airport
Bluff Park Farm Airport,US,N/A,Ghost Airport
Sells Airport,US,N/A,Ghost Airport
Diamond C Airport,US,N/A,Ghost Airport
Spawr Heliport,US,N/A,Ghost Airport
Fresh Pond Heliport,US,N/A,Ghost Airport
Gunnersfield Ranch Airport,US,N/A,Ghost Airport
Houston Heliport,US,N/A,Ghost Airport
FPL Jupiter West Office Complex Heliport,US,N/A,Ghost Airport
Blackcreek International Heliport,US,N/A,Ghost Airport
Miami Federal Reserve Bank Heliport,US,N/A,Ghost Airport
Piedmont Newton Hospital Heliport,US,N/A,Ghost Airport
Advocate Lutheran General Hospital Helipad,US,N/A,Ghost Airport
Morgan Airfield,US,N/A,Ghost Airport
Ted's Place Airport,US,N/A,Ghost Airport
Westport Airport,US,N/A,Ghost Airport
Stonehenge Airport,US,N/A,Ghost Airport
Sunrise Acres Airport,US,N/A,Ghost Airport
Riverode Farms Airport,US,N/A,Ghost Airport
Twin Eagles Airport,US,N/A,Ghost Airport
Johnston Airport,US,N/A,Ghost Airport
Famuliner Farms Airport,US,N/A,Ghost Airport
K & D Airport,US,N/A,Ghost Airport
Neben Airport,US,N/A,Ghost Airport
Brady-Laconia Heliport,US,N/A,Ghost Airport
St. Elizabeth Hospital Heliport,US,N/A,Ghost Airport
Neuwirth Airstrip,US,N/A,Ghost Airport
Cerny Airport,US,N/A,Ghost Airport
Ybp Heliport,US,N/A,Ghost Airport
Schulteis Field,US,N/A,Ghost Airport
Bates Field,US,N/A,Ghost Airport
Moursund Ranch Airport,US,N/A,Ghost Airport
Grier Airport,US,N/A,Ghost Airport
Sentara Hampton General Hospital Heliport,US,N/A,Ghost Airport
Hoffman Prop Inc Heliport,US,N/A,Ghost Airport
Red Star Airport,US,N/A,Ghost Airport
Trophy Lodge Heliport,US,N/A,Ghost Airport
Caddo Landing,US,N/A,Ghost Airport
Adams Place Heliport,US,N/A,Ghost Airport
Quincy Helitack Base Heliport,US,N/A,Ghost Airport
Iron Mountain Pumping Plant Airport,US,N/A,Ghost Airport
Idler Bro's Airport,US,N/A,Ghost Airport
Northside Hospital Heliport,US,N/A,Ghost Airport
Lazy B I Ranch Heliport,US,N/A,Ghost Airport
Gator Airpark,US,N/A,Ghost Airport
Barbour Island Airport,US,N/A,Ghost Airport
Franciscan Health Dyer Heliport,US,N/A,Ghost Airport
Cornerstone Heliport,US,N/A,Ghost Airport
Gutwein Airport,US,N/A,Ghost Airport
Westport Auxiliary Airport,US,N/A,Ghost Airport
Carr Airport,US,N/A,Ghost Airport
Sulphur Mines Heliport,US,N/A,Ghost Airport
Foley Airport,US,N/A,Ghost Airport
Philbrick Mountain Airport,US,N/A,Ghost Airport
Northwoods Airport,US,N/A,Ghost Airport
Sunnys Field Airport,US,N/A,Ghost Airport
Executive Hills Polo Club Heliport,US,N/A,Ghost Airport
Bethany South Heliport,US,N/A,Ghost Airport
Berg Field,US,N/A,Ghost Airport
Barndoor Island Seaplane Base,US,N/A,Ghost Airport
Otero Mill Airport,US,N/A,Ghost Airport
Jay Heliport,US,N/A,Ghost Airport
Ochs Private Airport,US,N/A,Ghost Airport
York Electro-Panel Psnl Use Heliport,US,N/A,Ghost Airport
Ibm Distribution Center Heliport,US,N/A,Ghost Airport
Rosalia Municipal Airport,US,N/A,Ghost Airport
Pierce Field,US,N/A,Ghost Airport
Chaparrosa Ranch Airport,US,N/A,Ghost Airport
Lakeway Regional Hospital Heliport,US,N/A,Ghost Airport
Galaxy Ranch Airport,US,N/A,Ghost Airport
Johnson Space Center Heliport,US,N/A,Ghost Airport
Inova Fairfax Hospital Heliport,US,N/A,Ghost Airport
Hiline Heliport,US,N/A,Ghost Airport
Stiffs Airpark,US,N/A,Ghost Airport
Yankee Cove Heliport,US,N/A,Ghost Airport
Dogwood Airport,US,N/A,Ghost Airport
Dunton Ranch Airport,US,N/A,Ghost Airport
Bear Valley Airport,US,N/A,Ghost Airport
Julian Hinds Pump Plant Airstrip,US,N/A,Ghost Airport
Wings For Christ International Flight Academy Airport,US,N/A,Ghost Airport
HCA Florida South Shore Hospital Heliport,US,N/A,Ghost Airport
Brookins Air Strip,US,N/A,Ghost Airport
Williston Memorial Hospital Heliport,US,N/A,Ghost Airport
Ruffwood Heliport,US,N/A,Ghost Airport
Harris Field,US,N/A,Ghost Airport
Nulltown Wingnuts Ultralightport,US,N/A,Ghost Airport
St Francis Hospital - Litchfield Heliport,US,N/A,Ghost Airport
Benham Airport,US,N/A,Ghost Airport
Philip Ranch Airport,US,N/A,Ghost Airport
Brooks Field,US,N/A,Ghost Airport
Moss Regional Hospital Heliport,US,N/A,Ghost Airport
Swan Creek Airport,US,N/A,Ghost Airport
Port Huron Hospital Heliport,US,N/A,Ghost Airport
SSM Health St Mary's Hospital-St Louis Heliport,US,N/A,Ghost Airport
Sky-Go Farms Airport,US,N/A,Ghost Airport
Beard Heliport,US,N/A,Ghost Airport
M Heart Ranch Airport,US,N/A,Ghost Airport
Bornmann Field,US,N/A,Ghost Airport
Haynes Landing,US,N/A,Ghost Airport
Montegue Heliport,US,N/A,Ghost Airport
Blue Ridge Regional Hospital Heliport,US,N/A,Ghost Airport
Olmstead Landing Strip,US,N/A,Ghost Airport
Thompson Drag Raceway Airport,US,N/A,Ghost Airport
Rick's Airport,US,N/A,Ghost Airport
Ribbon Ridge Airport,US,N/A,Ghost Airport
Gilbert Airport,US,N/A,Ghost Airport
Finkhaven Airport,US,N/A,Ghost Airport
Willard Field,US,N/A,Ghost Airport
Salado Airport,US,N/A,Ghost Airport
Moore Private Airport,US,N/A,Ghost Airport
Humboldt Medical Center Heliport,US,N/A,Ghost Airport
Southern Virginia Regional Medical Center Heliport,US,N/A,Ghost Airport
Seven Bays Airport,US,N/A,Ghost Airport
Vetterkind Strip,US,N/A,Ghost Airport
McGregor Airport,US,N/A,Ghost Airport
Tres Amigos Airport,US,N/A,Ghost Airport
Freedom Field,US,N/A,Ghost Airport
Rancho San Marcos Airport,US,N/A,Ghost Airport
Westberg-Rosling Farms Airport,US,N/A,Ghost Airport
Clarksville Airport,US,N/A,Ghost Airport
Jefferson Landings Airport,US,N/A,Ghost Airport
NGHS Gainesville Helipad,US,N/A,Ghost Airport
Hendricks Community Hospital Heliport,US,N/A,Ghost Airport
Mendota Community Hospital Heliport,US,N/A,Ghost Airport
Tucker Farms Airport,US,N/A,Ghost Airport
Quad City Medical Force Heliport,US,N/A,Ghost Airport
Ensminger Airport,US,N/A,Ghost Airport
Terry Field,US,N/A,Ghost Airport
Malibu Administrative Center Heliport,US,N/A,Ghost Airport
Era Heliport,US,N/A,Ghost Airport
Illinois Dept of Transportation Nr 6 Heliport,US,N/A,Ghost Airport
Laurel Medical Center Heliport,US,N/A,Ghost Airport
Labrador Landing Seaplane Base,US,N/A,Ghost Airport
Ozarkcom Army Heliport,US,N/A,Ghost Airport
Koala-T-Field Airport,US,N/A,Ghost Airport
Bendigo Airport,US,N/A,Ghost Airport
Benton Farm Airport,US,N/A,Ghost Airport
Mercier Heliport,US,N/A,Ghost Airport
Cruz Farm Heliport,US,N/A,Ghost Airport
Sunside Airport,US,N/A,Ghost Airport
New Salem Aerodrome,US,N/A,Ghost Airport
University of Toledo Medical Center Heliport,US,N/A,Ghost Airport
Licking Memorial Hospital Heliport,US,N/A,Ghost Airport
Stan Jost Airport,US,N/A,Ghost Airport
Shontz Airport,US,N/A,Ghost Airport
Altoona Regional Hospital Heliport,US,N/A,Ghost Airport
Jefferson Einstein Montgomery Hospital Heliport,US,N/A,Ghost Airport
Horizon Airport,US,N/A,Ghost Airport
Flat Top Ranch Airport,US,N/A,Ghost Airport
Hog Lot Landing,US,N/A,Ghost Airport
St Mary of the Plains Hospital Heliport,US,N/A,Ghost Airport
Fort Clark Springs Airport,US,N/A,Ghost Airport
Inova Fair Oaks Hospital Heliport,US,N/A,Ghost Airport
Mattawa Air Strip,US,N/A,Ghost Airport
Witi Tv Studio Building Heliport,US,N/A,Ghost Airport
Gun Barrel City Airpark,US,N/A,Ghost Airport
Henley Airport,US,N/A,Ghost Airport
The Bluffs Airport,US,N/A,Ghost Airport
Emergency Medical Evacuation Heliport,US,N/A,Ghost Airport
Seven G S Seaplane Base,US,N/A,Ghost Airport
Orogrande Airport,US,N/A,Ghost Airport
Civic Center Heliport,US,N/A,Ghost Airport
P W Johnson Memorial Airport,US,N/A,Ghost Airport
Oakesdale Airport,US,N/A,Ghost Airport
Florida Power & Light St. Lucie Nuclear Power Plant Heliport,US,N/A,Ghost Airport
Sandy Creek Airpark,US,N/A,Ghost Airport
Rossettie Airport,US,N/A,Ghost Airport
Effingham County Hospital Heliport,US,N/A,Ghost Airport
Adair County Memorial Hospital Heliport,US,N/A,Ghost Airport
Crossroads Community Hospital Heliport,US,N/A,Ghost Airport
Howard County Jail Heliport,US,N/A,Ghost Airport
Reinke Airport,US,N/A,Ghost Airport
Bethany Memorial Airport,US,N/A,Ghost Airport
Hisle Field,US,N/A,Ghost Airport
Station 44 Heliport,US,N/A,Ghost Airport
Norton Field,US,N/A,Ghost Airport
Galler's Airport,US,N/A,Ghost Airport
Childrens Mercy Hospital Heliport,US,N/A,Ghost Airport
Pershing Regional Health Center -Marceline Heliport,US,N/A,Ghost Airport
Jurgens Airstrip,US,N/A,Ghost Airport
Heaton Airport,US,N/A,Ghost Airport
Upstate Medical University Hospital Helipad,US,N/A,Ghost Airport
Hamptonville Airport,US,N/A,Ghost Airport
Reiss Game Farm Airport,US,N/A,Ghost Airport
Soltis Field,US,N/A,Ghost Airport
Malheur Memorial Hospital Heliport,US,N/A,Ghost Airport
Marther Field,US,N/A,Ghost Airport
Beaver Seaplane Base,US,N/A,Ghost Airport
"Hopedene, LLC Heliport",US,N/A,Ghost Airport
Greer Memorial Hospital Heliport,US,N/A,Ghost Airport
Coleman Cattle Company Nr 1 Airport,US,N/A,Ghost Airport
Womack Farm Airport,US,N/A,Ghost Airport
Srigley Field Airstrip,US,N/A,Ghost Airport
Venus Airport,US,N/A,Ghost Airport
Leona Ranch Airport,US,N/A,Ghost Airport
Harry S Truman Dam & Reservoir Seaplane Base,US,N/A,Ghost Airport
Norton Community Hospital Heliport,US,N/A,Ghost Airport
Port Elsner Airport,US,N/A,Ghost Airport
Smies Airport,US,N/A,Ghost Airport
Dickson Field,US,N/A,Ghost Airport
Nicholson Airport,US,N/A,Ghost Airport
Rocking B Cattle Airport,US,N/A,Ghost Airport
Pogo Mine Airstrip,US,N/A,Ghost Airport
Johnson Field,US,N/A,Ghost Airport
West Valley Medical Center Heliport,US,N/A,Ghost Airport
Long Lake Seaplane Base,US,N/A,Ghost Airport
Bald Mountain Heliport,US,N/A,Ghost Airport
El Centro Regional Medical Center Heliport,US,N/A,Ghost Airport
Hoy Airstrip,US,N/A,Ghost Airport
Davie Medical Center Helipad,US,N/A,Ghost Airport
Peavy Farms Airport,US,N/A,Ghost Airport
Health Central Heliport,US,N/A,Ghost Airport
Landings East Sylvania Airport,US,N/A,Ghost Airport
Ries Airport,US,N/A,Ghost Airport
Northwestern Medicine Delnor Hospital Heliport,US,N/A,Ghost Airport
Steel Supply Heliport,US,N/A,Ghost Airport
Buzzard's Roost Airport,US,N/A,Ghost Airport
Ochsner Lafayette General Medical Center Heliport,US,N/A,Ghost Airport
Rose Number 2 Heliport,US,N/A,Ghost Airport
Cool Creek Airport,US,N/A,Ghost Airport
Singerly Fire Engine Company #13 Heliport,US,N/A,Ghost Airport
Hemmingsen Private Airport,US,N/A,Ghost Airport
Walnut Creek Airport,US,N/A,Ghost Airport
Skyhaven Airport,US,N/A,Ghost Airport
Dunroamin Farms Airport,US,N/A,Ghost Airport
Good Samaritan Heliport,US,N/A,Ghost Airport
Harris Homestead Heliport,US,N/A,Ghost Airport
Independent Heliport,US,N/A,Ghost Airport
Wyandot Memorial Hospital Heliport,US,N/A,Ghost Airport
Odom's Roost Airport,US,N/A,Ghost Airport
Camp Withycombe Heliport,US,N/A,Ghost Airport
Heritage Valley Beaver Heliport,US,N/A,Ghost Airport
Bishop Airport,US,N/A,Ghost Airport
Canadian River Ranch Airport,US,N/A,Ghost Airport
Big Tank Ranch Airport,US,N/A,Ghost Airport
Donald Gammons Memorial Heliport,US,N/A,Ghost Airport
Golden Pegasus Ranch Heliport,US,N/A,Ghost Airport
Spears Heliport,US,N/A,Ghost Airport
Thomas Memorial Airport,US,N/A,Ghost Airport
Heineck Farm Airport,US,N/A,Ghost Airport
Viking Gas Transmission County Heliport,US,N/A,Ghost Airport
Nakeen Airport,US,N/A,Ghost Airport
Tidewater Bluffs Airport,US,N/A,Ghost Airport
Benoit Airfield,US,N/A,Ghost Airport
Banner Thunderbird Medical Center Heliport,US,N/A,Ghost Airport
Daulton Airport,US,N/A,Ghost Airport
Baker & Hall Airport,US,N/A,Ghost Airport
UCH-MHS Memorial North Helipad,US,N/A,Ghost Airport
Memorial Regional Hospital Heliport,US,N/A,Ghost Airport
AdventHealth Celebration Heliport,US,N/A,Ghost Airport
Toland Airport,US,N/A,Ghost Airport
"Medical Center, Navicent Health Heliport",US,N/A,Ghost Airport
Ashley Airport,US,N/A,Ghost Airport
Arch - Effingham Heliport,US,N/A,Ghost Airport
Memorial Hospital At Jasper Heliport,US,N/A,Ghost Airport
Mc Donald's Plaza Heliport,US,N/A,Ghost Airport
One Oak Airport,US,N/A,Ghost Airport
Ochsner LSU Health Shreveport Saint Mary Medical Center Heliport,US,N/A,Ghost Airport
National Harbor Heliport,US,N/A,Ghost Airport
Long Pond Seaplane Base,US,N/A,Ghost Airport
Klamar Field,US,N/A,Ghost Airport
Springhill Airport,US,N/A,Ghost Airport
Winnabow Airport,US,N/A,Ghost Airport
Nemaha County Hospital Heliport,US,N/A,Ghost Airport
Liberty State Park Heliport,US,N/A,Ghost Airport
Novant Health Ballantyne Medical Center Heliport,US,N/A,Ghost Airport
Flying Eagle Airport,US,N/A,Ghost Airport
Collins-Flege Airpark,US,N/A,Ghost Airport
University Hospitals of Cleveland Heliport,US,N/A,Ghost Airport
Oklahoma National Guard Heliport,US,N/A,Ghost Airport
BLM Heliport,US,N/A,Ghost Airport
Nardo Airport,US,N/A,Ghost Airport
Gilfert Airport,US,N/A,Ghost Airport
Darnell's Field,US,N/A,Ghost Airport
Flying R Ranch Airport,US,N/A,Ghost Airport
Salt Lake City Mosquito Abatement Heliport,US,N/A,Ghost Airport
Mount Carmel Hospital Ems Heliport,US,N/A,Ghost Airport
XL Ranch Airport,US,N/A,Ghost Airport
Garrett Ranch Airport,US,N/A,Ghost Airport
Swan Creek Airport,US,N/A,Ghost Airport
Lakewood Airport,US,N/A,Ghost Airport
C.T.S. Airport,US,N/A,Ghost Airport
Buckhorn Camps Seaplane Base,US,N/A,Ghost Airport
Broadcom Corporation Heliport,US,N/A,Ghost Airport
Pfister Ranch Heliport,US,N/A,Ghost Airport
Mac's Field,US,N/A,Ghost Airport
Pomona Landing Airport,US,N/A,Ghost Airport
C&R Farm Airport,US,N/A,Ghost Airport
Pam's Place Airport,US,N/A,Ghost Airport
Fox Station Airport,US,N/A,Ghost Airport
Dixon Correctional Center Heliport,US,N/A,Ghost Airport
Harrier Heliport,US,N/A,Ghost Airport
Red Bud Regional Hospital Heliport,US,N/A,Ghost Airport
Yes Bay Lodge Seaplane Base,US,WYB,Ghost Airport
Eric's Field Airport,US,N/A,Ghost Airport
Carls Airport,US,N/A,Ghost Airport
Hagens Private Airport,US,N/A,Ghost Airport
Staggs Airport,US,N/A,Ghost Airport
Stony Branch Airport,US,N/A,Ghost Airport
Fuquay Airport / Angier Field,US,N/A,Ghost Airport
Stava Airport,US,N/A,Ghost Airport
Hazlet Township Police Heliport,US,N/A,Ghost Airport
Flying F Airport,US,N/A,Ghost Airport
Valley City Flying Club Airport,US,N/A,Ghost Airport
C-P-C Parma Heliport,US,N/A,Ghost Airport
Pawhuska Heliport,US,N/A,Ghost Airport
Crowley Ranch Airstrip,US,N/A,Ghost Airport
SAP America Heliport,US,N/A,Ghost Airport
Farmington Township Airpark Heliport,US,N/A,Ghost Airport
Ranch-Aero Airport,US,N/A,Ghost Airport
Rocking A Airport,US,N/A,Ghost Airport
South Texas Emergency Care Foundation Inc Heliport,US,N/A,Ghost Airport
Baylor University Medical Center Grapevine Helipad,US,N/A,Ghost Airport
Snake River Seaplane Base,US,N/A,Ghost Airport
Mayo Clinic Health System-Oakridge Heliport,US,N/A,Ghost Airport
Wayport Airport,US,N/A,Ghost Airport
Smith Aviation Inc Airport,US,N/A,Ghost Airport
Nancy Lake Seaplane Base,US,N/A,Ghost Airport
Huttunen Strip,US,N/A,Ghost Airport
Franke Field,US,N/A,Ghost Airport
Brennand Airport,US,N/A,Ghost Airport
Providence St Mary Medical Center Heliport,US,N/A,Ghost Airport
Krasnokamensk Airport,RU,N/A,Ghost Airport
Ust'-Karenga Airport,RU,N/A,Ghost Airport
Mogocha Airbase,RU,N/A,Ghost Airport
Chara Airport,RU,CZR,Ghost Airport
Yumurchen Airport,RU,N/A,Ghost Airport
Usugli Airport,RU,N/A,Ghost Airport
Erema Airfield,RU,N/A,Ghost Airport
Ust-Ilimsk Airport,RU,UIK,Ghost Airport
Zheleznogorsk Airport,RU,N/A,Ghost Airport
Belaya Air Base,RU,N/A,Ghost Airport
Zhigalovo Airport,RU,N/A,Ghost Airport
Yerbogachen Airport,RU,ERG,Ghost Airport
Kirensk Airport,RU,KCK,Ghost Airport
Mama Airport,RU,N/A,Ghost Airport
Preobrazheniye Airport,RU,RZH,Ghost Airport
R-201 Chonskaya Heliport,RU,N/A,Ghost Airport
Nizhneudinsk Airport,RU,N/A,Ghost Airport
Kazachinskaya Airport,RU,N/A,Ghost Airport
Chuhuiv Air Base,UA,N/A,Ghost Airport
Jagellon Airfield,UA,N/A,Ghost Airport
Korshun Shevchenkovskiy Airfield,UA,N/A,Ghost Airport
Kramatorsk Airport,UA,KRQ,Ghost Airport
Berdyansk Airport,UA,ERD,Ghost Airport
Sevastopol International Airport / Belbek Air Base,UA,UKS,Ghost Airport
Gvardeyskoe Air Base,UA,N/A,Ghost Airport
Saky Air Base,UA,N/A,Ghost Airport
Kerch Airport,UA,KHC,Ghost Airport
Yevpatoriya Airport,UA,N/A,Ghost Airport
Zavodskoe Airfield,UA,N/A,Ghost Airport
Dzhankoy Air Base,UA,N/A,Ghost Airport
Voroniv Airfield,UA,N/A,Ghost Airport
Mukhaizna Airport,OM,UKH,Ghost Airport
Kharkiv North Airport,UA,N/A,Ghost Airport
Suprunovka Airport,UA,PLV,Ghost Airport
Sumy Airport,UA,UMY,Ghost Airport
Haisyn Airfield,UA,N/A,Ghost Airport
Cherkasy International Airport,UA,CKC,Ghost Airport
Kirovograd Airport,UA,KGO,Ghost Airport
Hostomel Airport,UA,N/A,Ghost Airport
Ozerne Air Base,UA,N/A,Ghost Airport
Zhytomyr Airport,UA,ZTR,Ghost Airport
Lutsk Airport,UA,UCK,Ghost Airport
Khmelnytskyi Airport,UA,HMJ,Ghost Airport
Ternopil International Airport,UA,TNL,Ghost Airport
Gogoliv Airfield,UA,N/A,Ghost Airport
Kulbakyne Air Base,UA,N/A,Ghost Airport
Nalyvaikivka Airfield,UA,N/A,Ghost Airport
Vinnytsia/Gavyryshivka International Airport,UA,VIN,Ghost Airport
Vaskovo Airport,RU,VKV,Ghost Airport
Onega Airfield,RU,N/A,Ghost Airport
Kargopol,RU,N/A,Ghost Airport
Purnema Airfield,RU,N/A,Ghost Airport
Letnyaya Zolotitsa Airstrip,RU,N/A,Ghost Airport
Karatayka Airport,RU,N/A,Ghost Airport
Varandey Airport,RU,VRI,Ghost Airport
Khorey-Ver Airport,RU,N/A,Ghost Airport
Kharuta Airport,RU,N/A,Ghost Airport
Tsenogora Airport,RU,N/A,Ghost Airport
Olema Airport,RU,N/A,Ghost Airport
Savvatiya Air Base,RU,N/A,Ghost Airport
Varshavskaya Heliport,RU,N/A,Ghost Airport
Pushkin Airport,RU,N/A,Ghost Airport
Umba Airstrip,RU,N/A,Ghost Airport
Pestovo Airfield,RU,N/A,Ghost Airport
Kalevala Airfield,RU,N/A,Ghost Airport
Peski Airfield,RU,N/A,Ghost Airport
Segezha Airfield,RU,N/A,Ghost Airport
Strelna Heliport,RU,N/A,Ghost Airport
Severniy veter,RU,N/A,Ghost Airport
Lake Krasnogvardeyskoye Water Aerodrome,RU,N/A,Ghost Airport
Velikiy Ustyug Airport,RU,VUS,Ghost Airport
Vologda Airport,RU,VGD,Ghost Airport
Midway Eastern Island Airfield,UM,N/A,Ghost Airport
Kamakaiwi Field,UM,N/A,Ghost Airport
Whomble Airport,US,N/A,Ghost Airport
Jarvis Island Airport,UM,N/A,Ghost Airport
Kingman Reef Seaplane Base,UM,N/A,Ghost Airport
Johnston Atoll Airport,UM,N/A,Ghost Airport
Baker Island Army Airfield,UM,N/A,Ghost Airport
Borisovo Air Base,BY,N/A,Ghost Airport
Rogachev,BY,N/A,Ghost Airport
Vitebsk Vostochny Airport,BY,VTB,Ghost Airport
Medovoye Airfield,RU,N/A,Ghost Airport
Minsk Machulishchy Air Base,BY,N/A,Ghost Airport
Baranavichi Air Base,BY,N/A,Ghost Airport
Hrodna Airport,BY,GNA,Ghost Airport
Babruisk Air Base,BY,N/A,Ghost Airport
Novo-Pashkovo Airfield,BY,N/A,Ghost Airport
Pruzhany Air Base,BY,N/A,Ghost Airport
Kosh-Agach Airport,RU,N/A,Ghost Airport
Akkem Heliport,RU,N/A,Ghost Airport
Gorno-Altaysk Airport,RU,RGK,Ghost Airport
Belokurikha-2 Heliport,RU,N/A,Ghost Airport
Volchikha Airport,RU,N/A,Ghost Airport
Ust-Koksa Airport,RU,N/A,Ghost Airport
Gorodskoy Aeroport Airfield,RU,N/A,Ghost Airport
Anzhero-Sudzhensk Heliport,RU,N/A,Ghost Airport
Aksenovo Airport,RU,N/A,Ghost Airport
Tura Heliport,RU,N/A,Ghost Airport
Zotino Airport,RU,N/A,Ghost Airport
